iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AUS,Oceania,Australia,2020-05-14,6975,11,14.286,98,1,0.143,273.531,0.431,0.56,3.843,0.039,0.006,943480,34455,36.999,1.351,31562,1.238,2209.34,0,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-15,6989,14,13.286,98,0,0.143,274.08,0.549,0.521,3.843,0,0.006,983816,40336,38.581,1.582,32367,1.269,2436.226,0,tests performed,65.74,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-16,7019,30,15,98,0,0.143,275.256,1.176,0.588,3.843,0,0.006,1015652,31836,39.83,1.248,31457,1.234,2097.133,0,tests performed,64.35,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-17,7036,17,15.286,98,0,0.143,275.923,0.667,0.599,3.843,0,0.006,1042126,26474,40.868,1.038,30608,1.2,2002.393,0,tests performed,64.35,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-18,7045,9,14.857,98,0,0.143,276.276,0.353,0.583,3.843,0,0.006,1062034,19908,41.649,0.781,29559,1.159,1989.548,0.001,tests performed,67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-19,7060,15,16,99,1,0.286,276.864,0.588,0.627,3.882,0.039,0.011,1085870,23836,42.583,0.935,29706,1.165,1856.625,0.001,tests performed,67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-20,7068,8,14.857,99,0,0.286,277.178,0.314,0.583,3.882,0,0.011,1111567,25697,43.591,1.008,28935,1.135,1947.548,0.001,tests performed,67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-21,7079,11,14.857,100,1,0.286,277.609,0.431,0.583,3.922,0.039,0.011,1137684,26117,44.615,1.024,27743,1.088,1867.317,0.001,tests performed,67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-22,7081,2,13.143,100,0,0.286,277.688,0.078,0.515,3.922,0,0.011,1170682,32998,45.909,1.294,26695,1.047,2031.141,0,tests performed,67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-23,7095,14,10.857,101,1,0.429,278.237,0.549,0.426,3.961,0.039,0.017,1192262,21580,46.756,0.846,25230,0.989,2323.816,0,tests performed,67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-24,7106,11,10,102,1,0.571,278.668,0.431,0.392,4,0.039,0.022,1224795,32533,48.031,1.276,26096,1.023,2609.6,0,tests performed,67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-25,7109,3,9.143,102,0,0.571,278.786,0.118,0.359,4,0,0.022,1244200,19405,48.792,0.761,26024,1.021,2846.375,0,tests performed,65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-26,7118,9,8.286,102,0,0.429,279.139,0.353,0.325,4,0,0.017,1288223,44023,50.519,1.726,28908,1.134,3488.897,0,tests performed,65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-27,7133,15,9.286,102,0,0.429,279.727,0.588,0.364,4,0,0.017,1338321,50098,52.483,1.965,32393,1.27,3488.477,0,tests performed,65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-28,7139,6,8.571,102,0,0.286,279.962,0.235,0.336,4,0,0.011,1367444,29123,53.626,1.142,32823,1.287,3829.35,0,tests performed,65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-29,7150,11,9.857,102,0,0.286,280.393,0.431,0.387,4,0,0.011,1397622,30178,54.809,1.183,32420,1.271,3288.986,0,tests performed,63.43,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-30,7173,23,11.143,102,0,0.143,281.295,0.902,0.437,4,0,0.006,1428538,30916,56.021,1.212,33754,1.324,3029.205,0,tests performed,63.43,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-05-31,7185,12,11.286,102,0,0,281.766,0.471,0.443,4,0,0,1454568,26030,57.042,1.021,32825,1.287,2908.544,0,tests performed,63.43,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-01,7195,10,12.286,102,0,0,282.158,0.392,0.482,4,0,0,1472220,17652,57.734,0.692,32574,1.277,2651.372,0,tests performed,62.04,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-02,7204,9,12.286,102,0,0,282.511,0.353,0.482,4,0,0,1490387,18167,58.447,0.712,28881,1.133,2350.779,0,tests performed,62.04,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-03,7221,17,12.571,102,0,0,283.178,0.667,0.493,4,0,0,1512700,22313,59.322,0.875,24911,0.977,1981.557,0.001,tests performed,62.04,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-04,7229,8,12.857,102,0,0,283.492,0.314,0.504,4,0,0,1546329,33629,60.641,1.319,25555,1.002,1987.611,0.001,tests performed,62.04,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-05,7240,11,12.857,102,0,0,283.923,0.431,0.504,4,0,0,1579192,32863,61.929,1.289,25939,1.017,2017.478,0,tests performed,62.04,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-06,7251,11,11.143,102,0,0,284.354,0.431,0.437,4,0,0,1590588,11396,62.376,0.447,23150,0.908,2077.564,0,tests performed,62.04,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-07,7255,4,10,102,0,0,284.511,0.157,0.392,4,0,0,1617462,26874,63.43,1.054,23271,0.913,2327.1,0,tests performed,62.04,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-08,7260,5,9.286,102,0,0,284.707,0.196,0.364,4,0,0,1633515,16053,64.06,0.63,23042,0.904,2481.446,0,tests performed,62.04,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-09,7265,5,8.714,102,0,0,284.903,0.196,0.342,4,0,0,1650684,17169,64.733,0.673,22900,0.898,2627.869,0,tests performed,56.48,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-10,7267,2,6.571,102,0,0,284.982,0.078,0.258,4,0,0,1679954,29270,65.881,1.148,23893,0.937,3635.891,0,tests performed,56.48,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-11,7276,9,6.714,102,0,0,285.335,0.353,0.263,4,0,0,1711223,31269,67.107,1.226,23556,0.924,3508.34,0,tests performed,56.48,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-12,7285,9,6.429,102,0,0,285.688,0.353,0.252,4,0,0,1745550,34327,68.453,1.346,23765,0.932,3696.778,0,tests performed,46.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-13,7290,5,5.571,102,0,0,285.884,0.196,0.218,4,0,0,1782651,37101,69.908,1.455,27438,1.076,4924.769,0,tests performed,46.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-14,7302,12,6.714,102,0,0,286.354,0.471,0.263,4,0,0,1812353,29702,71.073,1.165,27842,1.092,4146.681,0,tests performed,46.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-15,7320,18,8.571,102,0,0,287.06,0.706,0.336,4,0,0,1828149,15796,71.692,0.619,27805,1.09,3243.917,0,tests performed,46.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-16,7335,15,10,102,0,0,287.648,0.588,0.392,4,0,0,1848347,20198,72.485,0.792,28238,1.107,2823.8,0,tests performed,46.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-17,7347,12,11.429,102,0,0,288.119,0.471,0.448,4,0,0,1876117,27770,73.574,1.089,28023,1.099,2452.012,0,tests performed,46.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-18,7370,23,13.429,102,0,0,289.021,0.902,0.527,4,0,0,1927497,51380,75.588,2.015,30896,1.212,2300.766,0,tests performed,46.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-19,7391,21,15.143,102,0,0,289.844,0.824,0.594,4,0,0,1970205,42708,77.263,1.675,32094,1.259,2119.415,0,tests performed,46.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-20,7409,18,17,102,0,0,290.55,0.706,0.667,4,0,0,2005378,35173,78.643,1.379,31818,1.248,1871.647,0.001,tests performed,46.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-21,7436,27,19.143,102,0,0,291.609,1.059,0.751,4,0,0,2041324,35946,80.052,1.41,32710,1.283,1708.731,0.001,tests performed,46.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-22,7461,25,20.143,102,0,0,292.59,0.98,0.79,4,0,0,2107849,66525,82.661,2.609,39957,1.567,1983.681,0.001,tests performed,46.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-23,7474,13,19.857,102,0,0,293.099,0.51,0.779,4,0,0,2132821,24972,83.64,0.979,40639,1.594,2046.568,0,tests performed,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-24,7492,18,20.714,102,0,0,293.805,0.706,0.812,4,0,0,2180424,47603,85.507,1.867,43472,1.705,2098.648,0,tests performed,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-25,7521,29,21.571,103,1,0.143,294.943,1.137,0.846,4.039,0.039,0.006,2232341,51917,87.543,2.036,43549,1.708,2018.828,0,tests performed,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-26,7558,37,23.857,104,1,0.286,296.394,1.451,0.936,4.078,0.039,0.011,2281839,49498,89.484,1.941,44519,1.746,1866.066,0.001,tests performed,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-27,7595,37,26.571,104,0,0.286,297.845,1.451,1.042,4.078,0,0.011,2336061,54222,91.611,2.126,47240,1.853,1777.849,0.001,tests performed,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-28,7641,46,29.286,104,0,0.286,299.648,1.804,1.148,4.078,0,0.011,2379175,43114,93.301,1.691,48264,1.893,1648.039,0.001,tests performed,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-29,7686,45,32.143,104,0,0.286,301.413,1.765,1.261,4.078,0,0.011,2415695,36520,94.734,1.432,43978,1.725,1368.204,0.001,tests performed,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-06-30,7767,81,41.857,104,0,0.286,304.59,3.176,1.641,4.078,0,0.011,2455982,40287,96.313,1.58,46166,1.81,1102.942,0.001,tests performed,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-01,7834,67,48.857,104,0,0.286,307.217,2.627,1.916,4.078,0,0.011,2505923,49941,98.272,1.958,46500,1.824,951.754,0.001,tests performed,68.98,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-02,7920,86,57,104,0,0.143,310.59,3.373,2.235,4.078,0,0.006,2563782,57859,100.541,2.269,47349,1.857,830.684,0.001,tests performed,68.98,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-03,8001,81,63.286,104,0,0,313.766,3.176,2.482,4.078,0,0,2617860,54078,102.662,2.121,48003,1.882,758.512,0.001,tests performed,68.98,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-04,8255,254,94.286,104,0,0,323.727,9.961,3.697,4.078,0,0,2668036,50176,104.629,1.968,47425,1.86,502.992,0.002,tests performed,68.98,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-05,8362,107,103,104,0,0,327.923,4.196,4.039,4.078,0,0,2713435,45399,106.41,1.78,47751,1.873,463.602,0.002,tests performed,68.98,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-06,8449,87,109,104,0,0,331.335,3.412,4.275,4.078,0,0,2759165,45730,108.203,1.793,49067,1.924,450.156,0.002,tests performed,68.98,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-07,8586,137,117,106,2,0.286,336.707,5.373,4.588,4.157,0.078,0.011,2801107,41942,109.848,1.645,49304,1.933,421.402,0.002,tests performed,68.98,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-08,8755,169,131.571,106,0,0.286,343.335,6.627,5.16,4.157,0,0.011,2856406,55299,112.016,2.169,50069,1.963,380.546,0.003,tests performed,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-09,8886,131,138,106,0,0.286,348.472,5.137,5.412,4.157,0,0.011,2910831,54425,114.151,2.134,49578,1.944,359.261,0.003,tests performed,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-10,9059,173,151.143,106,0,0.286,355.257,6.784,5.927,4.157,0,0.011,2970268,59437,116.482,2.331,50344,1.974,333.089,0.003,tests performed,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-11,9359,300,157.714,106,0,0.286,367.021,11.765,6.185,4.157,0,0.011,3021493,51225,118.49,2.009,50494,1.98,320.161,0.003,tests performed,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-12,9553,194,170.143,107,1,0.429,374.629,7.608,6.672,4.196,0.039,0.017,3075488,53995,120.608,2.117,51722,2.028,303.992,0.003,tests performed,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-13,9797,244,192.571,108,1,0.571,384.198,9.569,7.552,4.235,0.039,0.022,3117788,42300,122.267,1.659,51232,2.009,266.042,0.004,tests performed,71.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-14,9980,183,199.143,108,0,0.286,391.374,7.177,7.81,4.235,0,0.011,3162237,44449,124.01,1.743,51590,2.023,259.06,0.004,tests performed,71.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-15,10251,271,213.714,108,0,0.286,402.002,10.628,8.381,4.235,0,0.011,3222141,59904,126.359,2.349,52248,2.049,244.476,0.004,tests performed,71.76,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-16,10495,244,229.857,111,3,0.714,411.571,9.569,9.014,4.353,0.118,0.028,3287716,65575,128.931,2.572,53841,2.111,234.237,0.004,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-17,10810,315,250.143,113,2,1,423.924,12.353,9.81,4.431,0.078,0.039,3350444,62728,131.391,2.46,54311,2.13,217.12,0.005,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-18,11235,425,268,116,3,1.429,440.59,16.667,10.51,4.549,0.118,0.056,3413831,63387,133.876,2.486,56048,2.198,209.134,0.005,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-19,11441,206,269.714,118,2,1.571,448.669,8.078,10.577,4.627,0.078,0.062,3476463,62632,136.333,2.456,57282,2.246,212.38,0.005,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-20,11802,361,286.429,122,4,2,462.826,14.157,11.233,4.784,0.157,0.078,3534425,57962,138.606,2.273,59520,2.334,207.8,0.005,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-21,12069,267,298.429,123,1,2.143,473.296,10.471,11.703,4.824,0.039,0.084,3590735,56310,140.814,2.208,61214,2.401,205.121,0.005,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-22,12428,359,311,126,3,2.571,487.375,14.078,12.196,4.941,0.118,0.101,3650529,59794,143.159,2.345,61198,2.4,196.778,0.005,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-23,12896,468,343,128,2,2.429,505.728,18.353,13.451,5.02,0.078,0.095,3719837,69308,145.877,2.718,61732,2.421,179.977,0.006,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-24,13306,410,356.571,133,5,2.857,521.806,16.079,13.983,5.216,0.196,0.112,3795421,75584,148.841,2.964,63568,2.493,178.276,0.006,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-25,13595,289,337.143,139,6,3.286,533.14,11.333,13.221,5.451,0.235,0.129,3859505,64084,151.354,2.513,63668,2.497,188.846,0.005,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-26,13950,355,358.429,145,6,3.857,547.061,13.922,14.056,5.686,0.235,0.151,3935124,75619,154.319,2.965,65523,2.57,182.806,0.005,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-27,14403,453,371.571,155,10,4.714,564.826,17.765,14.571,6.078,0.392,0.185,3987090,51966,156.357,2.038,64666,2.536,174.034,0.006,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-28,14935,532,409.429,161,6,5.429,585.689,20.863,16.056,6.314,0.235,0.213,,,,,64562,2.532,157.688,0.006,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-29,15304,369,410.857,167,6,5.857,600.16,14.471,16.112,6.549,0.235,0.23,4098249,,160.716,,63960,2.508,155.675,0.006,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-30,15582,278,383.714,176,9,6.857,611.062,10.902,15.048,6.902,0.353,0.269,4164454,66205,163.313,2.596,63517,2.491,165.532,0.006,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-07-31,16303,721,428.143,189,13,8,639.336,28.275,16.79,7.412,0.51,0.314,,,,,62917,2.467,146.953,0.007,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-08-01,16905,602,472.857,196,7,8.143,662.944,23.608,18.544,7.686,0.275,0.319,4307224,,168.912,,63960,2.508,135.263,0.007,tests performed,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-08-02,17282,377,476,200,4,7.857,677.729,14.784,18.667,7.843,0.157,0.308,4346382,39158,170.447,1.536,58751,2.304,123.426,0.008,tests performed,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-08-03,17923,641,502.857,208,8,7.571,702.866,25.137,19.72,8.157,0.314,0.297,4386911,40529,172.037,1.589,57117,2.24,113.585,0.009,tests performed,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-08-04,18318,395,483.286,221,13,8.571,718.356,15.49,18.952,8.667,0.51,0.336,4481617,94706,175.751,3.714,62707,2.459,129.751,0.008,tests performed,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-08-05,18729,411,489.286,232,11,9.286,734.474,16.118,19.188,9.098,0.431,0.364,4552081,70464,178.514,2.763,64833,2.542,132.505,0.008,tests performed,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-08-06,19444,715,551.714,247,15,10.143,762.513,28.039,21.636,9.686,0.588,0.398,4632089,80008,181.651,3.138,66805,2.62,121.086,0.008,tests performed,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-08-07,19862,418,508.429,255,8,9.429,778.906,16.392,19.938,10,0.314,0.37,4724026,91937,185.257,3.605,69741,2.735,137.17,0.007,tests performed,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-08-08,20272,410,481,266,11,10,794.984,16.079,18.863,10.431,0.431,0.392,4764223,40197,186.833,1.576,65286,2.56,135.73,0.007,tests performed,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-08-09,20698,426,488,278,12,11.143,811.69,16.706,19.137,10.902,0.471,0.437,4857414,93191,190.488,3.655,73005,2.863,149.6,0.007,tests performed,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-08-10,21084,386,451.571,295,17,12.429,826.827,15.137,17.709,11.569,0.667,0.487,4918546,61132,192.885,2.397,75948,2.978,168.186,0.006,tests performed,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
AUS,Oceania,Australia,2020-08-11,21397,313,439.857,313,18,13.143,839.102,12.275,17.249,12.275,0.706,0.515,4980172,61626,195.302,2.417,71222,2.793,161.921,0.006,tests performed,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.939
